timestamp,Temp,Pressure,manual_id,Humidity,Vibration,Speed,Age,Service_Days,Gas,Sparks,Shift,Exp,Training,machine_id,machine_type,custom_accident
2026-01-01 01:15:00,25.13736833365593,21.996000000000002,storage_tank_safety_manual,31.47,1.435,570.028,2,283,9.948013125120974,1,Night,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 01:15:00,26.611423248694685,21.859823248694685,pump_safety_manual,71.57,0.5831947652170886,2545.0766497389372,12,258,5.97,0,Night,Junior,No,M-0104,PUMP,0
2026-01-01 01:30:00,29.912106859337328,18.195080144502995,reactor_safety_manual,62.14,0.14250000000000002,2413.8725,7,357,9.9225,4,Day,Junior,No,M-0101,REACTOR,0
2026-01-01 01:30:00,22.110755124899747,22.443132687349625,compressor_safety_manual,68.56,5.786830367143639,2658.969159347431,3,104,2.8349999999999995,0,Day,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 01:30:00,18.826555411020756,15.201,storage_tank_safety_manual,51.2,2.125,1239.344,3,185,5.520558279132783,3,Day,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 01:30:00,25.448949388561577,19.184549388561575,pump_safety_manual,50.48,0.013921683925492371,2805.419877712315,3,201,4.728,3,Day,Senior,No,M-0104,PUMP,0
2026-01-01 01:45:00,41.556418150041296,31.639313612530973,reactor_safety_manual,69.88,3.255,2391.1615,11,62,0.7035000000000001,0,Day,Senior,Yes,M-0101,REACTOR,1
2026-01-01 01:45:00,23.994628523041793,24.47194278456269,compressor_safety_manual,43.7,1.3351499788307837,3104.713343836492,9,139,1.008,3,Day,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 01:45:00,22.689403106010516,19.521,storage_tank_safety_manual,72.01,1.07,1384.1040000000003,13,297,4.807126164753943,2,Day,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 01:45:00,23.53523143776329,18.830431437763288,pump_safety_manual,63.17,1.9575098243010278,2784.2092875526578,12,11,5.9159999999999995,1,Day,Junior,Yes,M-0104,PUMP,0
2026-01-01 02:00:00,28.01652945181891,23.019447088864187,reactor_safety_manual,74.84,1.065,847.6519999999999,11,326,7.444500000000001,1,Day,Senior,Yes,M-0101,REACTOR,0
2026-01-01 02:00:00,27.121422106807906,22.49913316021186,compressor_safety_manual,43.55,4.957872171728457,3472.233079372173,3,16,0.427,4,Day,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 02:00:00,19.671573520699845,20.727,storage_tank_safety_manual,68.14,1.935,1223.9040000000002,1,81,3.024640070262442,2,Night,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 02:00:00,21.815040356463527,15.879840356463529,pump_safety_manual,74.32,0.2407001113948523,2547.757071292706,10,19,1.398,2,Day,Senior,Yes,M-0104,PUMP,0
2026-01-01 02:15:00,30.767414123045906,24.798360592284432,reactor_safety_manual,69.88,1.4775,1666.938,11,64,8.0115,0,Night,Junior,No,M-0101,REACTOR,0
2026-01-01 02:15:00,25.12357435905211,25.700361538578164,compressor_safety_manual,43.67,0.5641887820852984,2521.5614487393304,4,220,0.735,2,Night,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 02:15:00,21.953885853867547,21.951,storage_tank_safety_manual,40.71,2.27,494.37200000000007,13,237,7.723907195200329,4,Night,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 02:15:00,25.111807777822772,16.32100777782277,pump_safety_manual,33.33,4.3440649305696155,972.087555564554,18,12,3.8579999999999997,3,Day,Senior,Yes,M-0104,PUMP,1
2026-01-01 02:30:00,33.21078407424753,26.02658805568565,reactor_safety_manual,64.25,2.8499999999999996,1668.173,9,302,1.5225,2,Night,Senior,Yes,M-0101,REACTOR,0
2026-01-01 02:30:00,27.926178997838683,25.082268496758026,compressor_safety_manual,62.47,3.354828311554424,3948.8587244056375,4,2,0.588,3,Night,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 02:30:00,20.07860804901747,21.438000000000002,storage_tank_safety_manual,64.57,1.425,1448.708,7,1,2.75937801838155,1,Night,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 02:30:00,26.442351090029838,21.866351090029838,pump_safety_manual,41.58,2.9557347156343248,986.9612180059679,2,86,3.4739999999999998,3,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 02:45:00,30.845012642837222,28.221109482127922,reactor_safety_manual,73.98,0.645,1882.829,7,72,9.5235,3,Day,Senior,No,M-0101,REACTOR,0
2026-01-01 02:45:00,29.226951272247558,25.287426908371337,compressor_safety_manual,41.82,1.7416661816083066,4206.412099868077,13,148,0.6579999999999999,0,Night,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 02:45:00,23.17445709902885,22.959000000000003,storage_tank_safety_manual,64.95,2.465,1357.2160000000001,4,277,2.970821412135818,2,Night,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 02:45:00,28.778161430139498,20.2153614301395,pump_safety_manual,77.05,1.5790504469185933,2281.7382860279,16,144,1.998,2,Day,Senior,No,M-0104,PUMP,0
2026-01-01 03:00:00,32.36126610125944,24.447599575944583,reactor_safety_manual,59.58,1.095,820.4495000000001,10,357,3.8640000000000003,4,Night,Junior,No,M-0101,REACTOR,0
2026-01-01 03:00:00,23.987551161739056,20.474326742608586,compressor_safety_manual,69.04,1.7113036332608362,4584.88806947824,11,23,4.55,2,Night,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 03:00:00,15.748342193035151,18.963,storage_tank_safety_manual,58.09,1.765,1534.008,5,178,0.5283283223881822,4,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 03:00:00,21.54858956985556,16.700189569855564,pump_safety_manual,50.85,3.7063092405798628,2333.265913971112,10,139,3.246,4,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 03:15:00,29.86727254607848,19.530654409558856,reactor_safety_manual,32.65,3.4575000000000005,1488.6495,1,133,2.7300000000000004,0,Day,Senior,No,M-0101,REACTOR,0
2026-01-01 03:15:00,28.63776656205978,24.998649843089673,compressor_safety_manual,71.68,0.4292728709011544,4234.9098045664405,13,344,6.272,0,Night,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 03:15:00,23.430854215671285,20.718,storage_tank_safety_manual,32.39,1.005,714.7520000000001,15,42,10.0,2,Day,Junior,Yes,M-0103,STORAGE_TANK,1
2026-01-01 03:15:00,24.004770673505586,18.421570673505588,pump_safety_manual,52.73,0.7022408354704958,3584.1951347011172,14,280,4.092,3,Night,Junior,No,M-0104,PUMP,0
2026-01-01 03:30:00,38.33307613846129,27.877807103845967,reactor_safety_manual,30.9,0.66,2106.0585,7,120,8.1585,2,Day,Senior,No,M-0101,REACTOR,0
2026-01-01 03:30:00,26.948471202203915,22.414706803305876,compressor_safety_manual,43.17,0.2265811509642141,1823.8120806060772,14,189,6.475,0,Day,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 03:30:00,20.972656660909546,19.584000000000003,storage_tank_safety_manual,36.46,1.79,466.49600000000004,16,135,8.87554624784108,0,Day,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 03:30:00,24.119346038333855,18.580546038333853,pump_safety_manual,54.68,4.75317063697933,2744.193207666771,13,166,4.266,1,Day,Senior,No,M-0104,PUMP,1
2026-01-01 03:45:00,28.931259691680093,19.615144768760068,reactor_safety_manual,68.86,1.5675,2378.675,3,20,9.4605,3,Day,Junior,Yes,M-0101,REACTOR,0
2026-01-01 03:45:00,23.05626710939754,26.297400664096312,compressor_safety_manual,66.97,4.0811168603614245,3243.198455084324,1,170,2.086,0,Day,Senior,No,M-0102,COMPRESSOR,1
2026-01-01 03:45:00,24.27432576136359,23.679,storage_tank_safety_manual,73.59,0.595,1394.42,15,7,10.0,1,Day,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 03:45:00,27.47724220018441,18.42564220018441,pump_safety_manual,78.6,4.149263187557629,2320.5684400368827,3,272,4.823999999999999,4,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 04:00:00,26.14762479782832,24.121118598371247,reactor_safety_manual,74.81,1.6425,2165.8975,4,101,4.893000000000001,2,Day,Senior,No,M-0101,REACTOR,0
2026-01-01 04:00:00,29.215683149330076,26.836524723995115,compressor_safety_manual,61.77,2.208736377831908,3071.469866065771,1,50,2.359,1,Day,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 04:00:00,26.393585149570807,21.519000000000002,storage_tank_safety_manual,55.17,1.805,1585.8360000000002,2,45,10.0,4,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 04:00:00,24.813949089175185,20.811949089175187,pump_safety_manual,64.18,3.2642340903672467,1612.6468178350374,3,260,4.938,0,Day,Junior,Yes,M-0104,PUMP,0
2026-01-01 04:15:00,35.97331092467389,22.739433193505413,reactor_safety_manual,71.93,0.5475,2582.112,6,215,10.0,3,Night,Senior,Yes,M-0101,REACTOR,0
2026-01-01 04:15:00,22.980790978807477,19.102186468211215,compressor_safety_manual,68.59,1.4680960532282707,3304.770519172055,8,188,0.868,3,Night,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 04:15:00,21.524444838448535,22.455,storage_tank_safety_manual,40.64,1.86,936.256,6,334,4.3217668144182,0,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 04:15:00,27.335792620769716,22.789792620769717,pump_safety_manual,39.75,3.2635601939905357,2588.317524153943,16,39,2.574,1,Day,Junior,Yes,M-0104,PUMP,0
2026-01-01 04:30:00,38.89235491384113,27.25551618538085,reactor_safety_manual,53.91,3.1425,2019.2250000000001,5,208,7.612500000000001,3,Night,Senior,Yes,M-0101,REACTOR,0
2026-01-01 04:30:00,26.47485517882717,22.92628276824076,compressor_safety_manual,79.86,5.673124140736887,2954.3651741774715,3,353,6.335,3,Night,Senior,No,M-0102,COMPRESSOR,1
2026-01-01 04:30:00,26.923536804570045,22.176000000000002,storage_tank_safety_manual,68.33,1.66,615.912,12,188,4.406526301713766,2,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 04:30:00,25.162249711755816,18.752649711755815,pump_safety_manual,34.05,1.4024530349236923,3317.3559423511633,13,166,1.998,1,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 04:45:00,34.02859509261124,27.91079631945843,reactor_safety_manual,35.47,2.5275,988.5070000000001,5,89,9.544500000000001,2,Night,Junior,Yes,M-0101,REACTOR,0
2026-01-01 04:45:00,26.55805537823224,23.508083067348363,compressor_safety_manual,52.76,4.227649227976605,3963.452729013866,19,43,1.9739999999999998,2,Night,Junior,No,M-0102,COMPRESSOR,1
2026-01-01 04:45:00,23.419945327165006,24.525000000000002,storage_tank_safety_manual,59.75,0.615,1105.032,1,129,1.5330794976868782,3,Night,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 04:45:00,23.791894051931855,20.409494051931855,pump_safety_manual,37.52,1.9724668912287047,2755.474810386371,10,89,2.088,1,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 05:00:00,33.29242339676653,28.955217547574904,reactor_safety_manual,30.51,2.91,2172.001,5,323,9.849000000000002,2,Night,Junior,No,M-0101,REACTOR,0
2026-01-01 05:00:00,24.776483886418397,27.1537258296276,compressor_safety_manual,54.53,2.891711700308049,3941.4325687650594,9,279,4.648,0,Day,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 05:00:00,25.36901546260812,23.265,storage_tank_safety_manual,77.5,1.15,1438.1200000000001,9,100,2.1306807984780445,1,Night,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 05:00:00,30.466527810873597,21.683327810873596,pump_safety_manual,46.0,1.4025399408979988,2615.216562174719,14,76,3.2640000000000002,1,Day,Senior,No,M-0104,PUMP,1
2026-01-01 05:15:00,33.51543034926548,25.927472761949115,reactor_safety_manual,52.04,0.0225,2065.024,10,312,8.2215,1,Day,Junior,Yes,M-0101,REACTOR,0
2026-01-01 05:15:00,30.639101398726037,27.95665209808906,compressor_safety_manual,34.7,1.5446068619426412,2243.28388464966,16,90,0.315,2,Day,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 05:15:00,20.528488332833504,22.032,storage_tank_safety_manual,76.57,0.48,942.1200000000001,18,288,8.681983124812565,2,Day,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 05:15:00,25.7156275274411,21.6148275274411,pump_safety_manual,49.5,2.800133602325344,1936.86550548822,11,313,4.548,0,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 05:30:00,33.45937184260298,24.77222888195223,reactor_safety_manual,53.42,1.5150000000000001,1120.3660000000002,19,273,7.644000000000001,0,Night,Junior,Yes,M-0101,REACTOR,0
2026-01-01 05:30:00,31.390746357242943,26.797119535864415,compressor_safety_manual,60.13,3.564076531293787,4366.940748241809,13,136,4.431,3,Day,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 05:30:00,20.71078870032575,21.789,storage_tank_safety_manual,34.75,1.855,1103.124,9,283,3.1079457626221556,0,Night,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 05:30:00,25.174649436161744,20.999849436161742,pump_safety_manual,50.3,4.818952948800545,2574.5488872323494,11,222,2.364,4,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 05:45:00,26.369916638609524,22.149087478957146,reactor_safety_manual,71.07,3.66,1273.636,17,212,9.575999999999999,2,Day,Senior,Yes,M-0101,REACTOR,0
2026-01-01 05:45:00,19.03243141192277,21.849647117884153,compressor_safety_manual,52.72,4.224938742716211,2869.649138278761,4,180,4.396,4,Night,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 05:45:00,19.317950651176417,18.126,storage_tank_safety_manual,56.93,0.895,1133.6280000000002,12,338,0.47463149419115624,1,Night,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 05:45:00,21.318622873679576,20.53822287367958,pump_safety_manual,41.02,4.278694648024869,2545.310574735916,13,103,4.902,3,Day,Senior,No,M-0104,PUMP,0
2026-01-01 06:00:00,31.58131468848296,20.846886016362216,reactor_safety_manual,46.67,2.8499999999999996,663.0195,11,288,9.765,3,Day,Senior,No,M-0101,REACTOR,0
2026-01-01 06:00:00,28.752514926762796,26.713772390144193,compressor_safety_manual,66.08,3.172975280458723,4328.514604859769,1,37,4.277,2,Night,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 06:00:00,22.559676103551688,23.13,storage_tank_safety_manual,31.99,0.485,413.18800000000005,11,241,10.0,4,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 06:00:00,26.449835093151883,19.75383509315188,pump_safety_manual,76.28,0.7280734666099629,3013.159018630376,12,246,0.426,3,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 06:15:00,34.37874038277528,24.79360528708146,reactor_safety_manual,77.48,3.4050000000000002,1436.8445000000002,12,203,8.4105,0,Day,Junior,No,M-0101,REACTOR,0
2026-01-01 06:15:00,26.697309756558695,22.786964634838046,compressor_safety_manual,63.99,5.085073018494429,1427.6801830536406,13,314,3.7729999999999997,0,Day,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 06:15:00,20.793234247750192,22.752000000000002,storage_tank_safety_manual,74.24,0.58,932.224,12,290,10.0,4,Day,Junior,Yes,M-0103,STORAGE_TANK,1
2026-01-01 06:15:00,33.017426888574875,22.303426888574872,pump_safety_manual,64.32,3.356320902679648,3718.044377714975,2,240,4.973999999999999,0,Day,Junior,Yes,M-0104,PUMP,0
2026-01-01 06:30:00,33.61116947321994,23.786427104914956,reactor_safety_manual,43.91,2.8425000000000002,1218.594,10,220,7.518000000000001,3,Night,Senior,Yes,M-0101,REACTOR,0
2026-01-01 06:30:00,24.118625385211864,24.0459380778178,compressor_safety_manual,59.44,0.0,1933.4059809332637,11,325,3.6679999999999997,3,Day,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 06:30:00,20.777864931211223,19.557000000000002,storage_tank_safety_manual,63.32,2.09,1423.692,1,68,6.949499349204208,0,Day,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 06:30:00,21.850579133409934,17.570979133409935,pump_safety_manual,56.07,3.9866809791906053,1621.362826681987,10,63,5.58,3,Night,Junior,Yes,M-0104,PUMP,0
2026-01-01 06:45:00,30.411025120379797,24.754918840284848,reactor_safety_manual,52.3,0.6900000000000001,802.5029999999999,14,24,6.048,3,Day,Senior,Yes,M-0101,REACTOR,0
2026-01-01 06:45:00,28.678943701557426,24.50741555233614,compressor_safety_manual,38.71,3.0014128694313738,4017.119517928292,4,334,1.2389999999999999,4,Night,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 06:45:00,17.949333335429476,15.975,storage_tank_safety_manual,55.93,1.86,848.616,3,165,2.974300000786054,4,Day,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 06:45:00,26.453233799436788,17.64203379943679,pump_safety_manual,57.6,1.5063855623239955,1607.224759887357,14,165,1.182,4,Night,Junior,Yes,M-0104,PUMP,0
2026-01-01 07:00:00,30.132018590236488,22.805863942677366,reactor_safety_manual,40.58,3.57,1898.8580000000002,13,10,5.9430000000000005,1,Night,Senior,No,M-0101,REACTOR,0
2026-01-01 07:00:00,24.76585012808478,60.0,compressor_safety_manual,54.51,1.590184431037091,3719.3692852233144,19,289,1.008,1,Night,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 07:00:00,19.7657294967074,21.384,storage_tank_safety_manual,47.18,0.35,1239.4,8,190,4.909648561265275,2,Day,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 07:00:00,21.1844454380505,17.3952454380505,pump_safety_manual,40.65,4.778764199390783,2561.2820876101005,5,124,3.078,3,Night,Junior,No,M-0104,PUMP,0
2026-01-01 07:15:00,32.79699207892988,22.87549405919742,reactor_safety_manual,38.01,2.325,2485.8015,15,153,0.28350000000000003,4,Night,Senior,No,M-0101,REACTOR,0
2026-01-01 07:15:00,25.35053030629262,27.15679545943893,compressor_safety_manual,61.36,1.1734820090030202,2132.70583423047,12,51,0.868,1,Day,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 07:15:00,19.012392568304946,60.0,storage_tank_safety_manual,54.45,1.345,1151.48,2,156,7.050847213114356,3,Night,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 07:15:00,26.041052750679725,17.345052750679727,pump_safety_manual,64.47,4.897828984587414,2809.1555501359453,10,356,1.44,4,Day,Junior,Yes,M-0104,PUMP,0
2026-01-01 07:30:00,31.65742159425253,25.200716195689395,reactor_safety_manual,35.51,2.0625,1603.6085,11,47,7.8435,0,Day,Senior,No,M-0101,REACTOR,1
2026-01-01 07:30:00,23.122100762987493,22.130151144481243,compressor_safety_manual,78.33,5.900044083807028,2153.9142098215607,7,273,1.4349999999999998,2,Day,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 07:30:00,20.63185923858703,21.006,storage_tank_safety_manual,79.9,2.29,432.27200000000005,8,115,2.3642472144701365,1,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 07:30:00,27.336134740288724,19.368934740288722,pump_safety_manual,34.46,4.928042106340226,596.1959480577445,6,213,5.021999999999999,4,Night,Junior,No,M-0104,PUMP,0
2026-01-01 07:45:00,30.17528562984316,23.11281422238237,reactor_safety_manual,50.45,3.6225,661.297,10,129,3.9270000000000005,1,Day,Junior,No,M-0101,REACTOR,0
2026-01-01 07:45:00,27.33430212763703,22.585453191455546,compressor_safety_manual,47.59,0.5368821808412003,3848.918585100183,9,70,3.549,0,Day,Junior,No,M-0102,COMPRESSOR,0
2026-01-01 07:45:00,21.95745223239865,21.573,storage_tank_safety_manual,54.63,0.035,1553.7520000000002,8,242,3.5285445871494936,3,Day,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 07:45:00,20.43039812387203,18.351998123872033,pump_safety_manual,48.07,0.5842494137100096,3610.128624774406,2,154,5.069999999999999,3,Day,Junior,Yes,M-0104,PUMP,0
2026-01-01 08:00:00,29.388901166313175,24.700475874734884,reactor_safety_manual,52.6,1.6875,2569.788,13,30,1.9845,3,Night,Senior,Yes,M-0101,REACTOR,0
2026-01-01 08:00:00,25.783103795573943,21.532655693360915,compressor_safety_manual,67.91,0.7942329105636003,3878.935543782834,12,11,1.2389999999999999,0,Day,Junior,Yes,M-0102,COMPRESSOR,0
2026-01-01 08:00:00,23.576710146912756,18.909000000000002,storage_tank_safety_manual,62.7,2.175,851.288,9,139,9.371066305092281,2,Day,Junior,No,M-0103,STORAGE_TANK,0
2026-01-01 08:00:00,25.92341022477045,21.65061022477045,pump_safety_manual,52.45,5.544815695240765,2020.2200449540899,4,38,1.3559999999999999,4,Night,Junior,No,M-0104,PUMP,0
2026-01-01 08:15:00,38.14331213153038,29.40488409864778,reactor_safety_manual,65.36,2.6025,2394.743,19,191,2.1420000000000003,0,Day,Junior,No,M-0101,REACTOR,0
2026-01-01 08:15:00,27.658952440388504,21.382428660582754,compressor_safety_manual,62.11,0.6485416926699696,1796.8454211068379,10,210,1.127,3,Night,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 08:15:00,21.482205221466817,16.839000000000002,storage_tank_safety_manual,41.57,0.59,1551.6840000000002,17,44,5.9760269580500545,1,Night,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 08:15:00,26.58064734923977,18.173847349239768,pump_safety_manual,50.67,1.0373272966374278,2608.9164698479535,7,261,2.6039999999999996,1,Night,Senior,Yes,M-0104,PUMP,0
2026-01-01 08:30:00,35.10018826265484,24.026391196991135,reactor_safety_manual,57.73,1.2225,1527.9355,18,46,2.7720000000000002,2,Night,Senior,Yes,M-0101,REACTOR,0
2026-01-01 08:30:00,20.62287759829667,23.923316397445014,compressor_safety_manual,67.24,3.1980089492547954,2890.9243395315852,8,351,5.369,3,Night,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 08:30:00,26.084279707240892,23.409000000000002,storage_tank_safety_manual,75.37,1.785,1393.7640000000001,19,144,7.767804890215334,4,Night,Senior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 08:30:00,25.60258226068752,18.702182260687522,pump_safety_manual,52.29,2.1979319564648496,1799.091452137504,9,141,2.292,2,Day,Senior,No,M-0104,PUMP,0
2026-01-01 08:45:00,40.05017976565241,28.935184824239304,reactor_safety_manual,53.44,0.6375,1147.1589999999999,3,142,7.6545000000000005,2,Day,Junior,No,M-0101,REACTOR,0
2026-01-01 08:45:00,27.257788191702232,24.497682287553346,compressor_safety_manual,69.47,1.1077823338697261,3362.5832527181137,4,60,3.9059999999999997,1,Day,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 08:45:00,21.228321442519473,23.256,storage_tank_safety_manual,37.59,0.365,472.504,18,200,8.3479205409448,2,Day,Senior,No,M-0103,STORAGE_TANK,0
2026-01-01 08:45:00,25.147286454712106,17.324886454712107,pump_safety_manual,53.63,5.249027017097534,2036.0832909424207,6,26,5.207999999999999,0,Night,Junior,Yes,M-0104,PUMP,0
2026-01-01 09:00:00,38.81615719547737,29.980767896608036,reactor_safety_manual,32.17,1.8375000000000001,1716.0,12,239,3.0555000000000003,4,Night,Senior,Yes,M-0101,REACTOR,1
2026-01-01 09:00:00,24.9425138239856,19.853770735978404,compressor_safety_manual,30.51,3.6890997979937,2462.0568015960393,18,289,0.651,1,Night,Senior,Yes,M-0102,COMPRESSOR,0
2026-01-01 09:00:00,21.295515964266492,19.719,storage_tank_safety_manual,58.7,0.94,909.5440000000001,16,195,6.088618486599936,2,Night,Junior,Yes,M-0103,STORAGE_TANK,0
2026-01-01 09:00:00,22.5003651236419,13.7643651236419,pump_safety_manual,45.24,0.6136141011380937,903.0880247283799,7,193,0.726,4,Night,Senior,No,M-0104,PUMP,0
